"GEMS.Station.Number";"Sample.Date";"Sample.Time";"Depth";"Parameter.Code";"Analysis.Method.Code";"Value.Flags";"Value";"Unit";"Data.Quality"
"CAN00018";"2013-07-04";"13:43";0.3;"Ce-Tot";"VMV_3528";"";1.67;"µg/l";"Fair"
"CAN00018";"2013-12-20";"12:30";0.3;"Ce-Tot";"VMV_3528";"";0.266;"µg/l";"Fair"
"CAN00018";"2014-02-05";"15:00";0.3;"Ce-Tot";"VMV_3528";"";0.126;"µg/l";"Fair"
"CAN00018";"2014-04-10";"12:30";0.3;"Ce-Tot";"VMV_3528";"";0.1;"µg/l";"Fair"
"CAN00018";"2014-05-14";"14:45";0.3;"Ce-Tot";"VMV_3528";"";1.33;"µg/l";"Fair"
"CAN00018";"2014-07-09";"13:40";0.3;"Ce-Tot";"VMV_3528";"";0.116;"µg/l";"Fair"
"CAN00018";"2014-09-26";"15:00";0.3;"Ce-Tot";"VMV_3528";"";1.22;"µg/l";"Fair"
"CAN00018";"2014-12-11";"12:35";0.3;"Ce-Tot";"VMV_3528";"";1.24;"µg/l";"Fair"
"CAN00018";"2015-02-04";"14:45";0.3;"Ce-Tot";"VMV_3528";"";0.114;"µg/l";"Fair"
"CAN00018";"2015-04-01";"13:30";0.3;"Ce-Tot";"VMV_3528";"";0.145;"µg/l";"Fair"
"CAN00018";"2015-06-05";"13:30";0.3;"Ce-Tot";"VMV_3528";"";1.04;"µg/l";"Fair"
"CAN00018";"2015-09-10";"12:55";0.3;"Ce-Tot";"VMV_3528";"";1.27;"µg/l";"Fair"
"CAN00018";"2016-05-26";"13:36";0.3;"Ce-Tot";"VMV_3528";"";0.576;"µg/l";"Fair"
"CAN00018";"2016-12-02";"13:59";0.3;"Ce-Tot";"VMV_3528";"";0.269;"µg/l";"Fair"
"CAN00018";"2017-02-09";"12:43";0.3;"Ce-Tot";"VMV_3528";"";0.08;"µg/l";"Fair"
"CAN00018";"2017-05-26";"13:56";0.3;"Ce-Tot";"VMV_3528";"";0.754;"µg/l";"Fair"
"CAN00018";"2017-09-06";"13:25";0.3;"Ce-Tot";"VMV_3528";"";3.7;"µg/l";"Fair"
"CAN00018";"2018-02-21";"11:35";0.3;"Ce-Tot";"VMV_3528";"";0.084;"µg/l";"Fair"
"CAN00018";"2018-03-29";"00:00";0.3;"Ce-Tot";"VMV_3528";"";0.094;"µg/l";"Fair"
"CAN00018";"2018-05-25";"12:00";0.3;"Ce-Tot";"VMV_3528";"";1.68;"µg/l";"Fair"
"CAN00018";"2018-08-06";"14:05";0.3;"Ce-Tot";"VMV_3528";"";5.64;"µg/l";"Fair"
"CAN00018";"2018-09-17";"11:45";0.3;"Ce-Tot";"VMV_3528";"";0.714;"µg/l";"Fair"
"CAN00018";"2018-12-06";"10:50";0.3;"Ce-Tot";"VMV_3528";"";0.234;"µg/l";"Fair"
"CAN00018";"2019-02-11";"12:45";0.3;"Ce-Tot";"VMV_3528";"";0.671;"µg/l";"Fair"
"CAN00018";"2019-03-19";"12:30";0.3;"Ce-Tot";"VMV_3528";"";0.761;"µg/l";"Fair"
"CAN00018";"2019-05-13";"12:40";0.3;"Ce-Tot";"VMV_3528";"";0.802;"µg/l";"Fair"
"CAN00018";"2019-06-12";"00:00";0.3;"Ce-Tot";"VMV_3528";"";0.925;"µg/l";"Fair"
"CAN00019";"2008-08-23";"09:30";0.3;"Ce-Tot";"VMV_1919";"";0.088;"µg/l";"Good"
"CAN00019";"2008-09-15";"13:00";0.3;"Ce-Tot";"VMV_1919";"";0.11;"µg/l";"Good"
"CAN00019";"2008-09-29";"14:05";0.3;"Ce-Tot";"VMV_1919";"";0.102;"µg/l";"Good"
"CAN00019";"2008-10-14";"14:00";0.3;"Ce-Tot";"VMV_1919";"";0.099;"µg/l";"Good"
"CAN00019";"2008-11-08";"14:00";0.3;"Ce-Tot";"VMV_1919";"";0.064;"µg/l";"Good"
"CAN00019";"2008-11-22";"10:30";0.3;"Ce-Tot";"VMV_1919";"";0.031;"µg/l";"Good"
"CAN00019";"2008-12-06";"10:00";0.3;"Ce-Tot";"VMV_1919";"";0.035;"µg/l";"Good"
"CAN00019";"2009-02-12";"12:00";0.3;"Ce-Tot";"VMV_1919";"";0.012;"µg/l";"Good"
"CAN00019";"2009-02-28";"09:15";0.3;"Ce-Tot";"VMV_1919";"";0.031;"µg/l";"Good"
"CAN00019";"2009-03-14";"10:25";0.3;"Ce-Tot";"VMV_1919";"";0.035;"µg/l";"Good"
"CAN00019";"2009-04-04";"16:15";0.3;"Ce-Tot";"VMV_1919";"";0.021;"µg/l";"Good"
"CAN00019";"2009-05-09";"08:30";0.3;"Ce-Tot";"VMV_1919";"";2.03;"µg/l";"Good"
"CAN00019";"2009-05-26";"12:30";0.3;"Ce-Tot";"VMV_1919";"";3.13;"µg/l";"Good"
"CAN00019";"2009-06-13";"09:55";0.3;"Ce-Tot";"VMV_1919";"";2.5;"µg/l";"Good"
"CAN00019";"2009-06-30";"09:45";0.3;"Ce-Tot";"VMV_1919";"";0.547;"µg/l";"Good"
"CAN00019";"2009-07-14";"17:30";0.3;"Ce-Tot";"VMV_1919";"";0.266;"µg/l";"Good"
"CAN00019";"2009-08-08";"17:20";0.3;"Ce-Tot";"VMV_1919";"";0.052;"µg/l";"Good"
"CAN00019";"2009-08-25";"18:30";0.3;"Ce-Tot";"VMV_1919";"";0.338;"µg/l";"Good"
"CAN00019";"2009-09-08";"13:45";0.3;"Ce-Tot";"VMV_1919";"";0.064;"µg/l";"Good"
"CAN00019";"2009-09-26";"07:45";0.3;"Ce-Tot";"VMV_1919";"";0.316;"µg/l";"Good"
"CAN00019";"2009-10-13";"13:35";0.3;"Ce-Tot";"VMV_1919";"";0.185;"µg/l";"Good"
"CAN00019";"2009-10-27";"09:40";0.3;"Ce-Tot";"VMV_1919";"";0.057;"µg/l";"Good"
"CAN00019";"2009-12-12";"10:10";0.3;"Ce-Tot";"VMV_1919";"";0.04;"µg/l";"Good"
"CAN00019";"2010-02-23";"10:15";0.3;"Ce-Tot";"VMV_1919";"";0.041;"µg/l";"Good"
"CAN00019";"2010-03-09";"14:10";0.3;"Ce-Tot";"VMV_3528";"";0.03;"µg/l";"Good"
"CAN00019";"2010-03-23";"14:45";0.3;"Ce-Tot";"VMV_3528";"";0.024;"µg/l";"Good"
"CAN00019";"2010-04-06";"15:30";0.3;"Ce-Tot";"VMV_3528";"";0.033;"µg/l";"Good"
"CAN00019";"2010-04-20";"15:10";0.3;"Ce-Tot";"VMV_3528";"";0.281;"µg/l";"Good"
"CAN00019";"2010-05-11";"06:10";0.3;"Ce-Tot";"VMV_3528";"";0.455;"µg/l";"Good"
"CAN00019";"2010-05-25";"17:45";0.3;"Ce-Tot";"VMV_3528";"";1.26;"µg/l";"Good"
"CAN00019";"2010-06-08";"12:45";0.3;"Ce-Tot";"VMV_3528";"";0.5;"µg/l";"Good"
"CAN00019";"2010-06-22";"18:10";0.3;"Ce-Tot";"VMV_3528";"";0.235;"µg/l";"Good"
"CAN00019";"2010-07-06";"17:30";0.3;"Ce-Tot";"VMV_3528";"";0.333;"µg/l";"Good"
"CAN00019";"2010-07-20";"20:05";0.3;"Ce-Tot";"VMV_3528";"";0.086;"µg/l";"Good"
"CAN00019";"2010-08-10";"10:55";0.3;"Ce-Tot";"VMV_3528";"";0.039;"µg/l";"Good"
"CAN00019";"2010-08-24";"19:00";0.3;"Ce-Tot";"VMV_3528";"";0.027;"µg/l";"Good"
"CAN00019";"2010-09-11";"19:15";0.3;"Ce-Tot";"VMV_3528";"";0.03;"µg/l";"Good"
"CAN00019";"2010-09-25";"13:30";0.3;"Ce-Tot";"VMV_3528";"";0.025;"µg/l";"Good"
"CAN00019";"2010-10-12";"13:05";0.3;"Ce-Tot";"VMV_3528";"";0.061;"µg/l";"Good"
"CAN00019";"2010-10-26";"09:50";0.3;"Ce-Tot";"VMV_3528";"";0.031;"µg/l";"Good"
"CAN00019";"2010-11-09";"08:55";0.3;"Ce-Tot";"VMV_3528";"";0.057;"µg/l";"Good"
"CAN00019";"2010-12-19";"14:15";0.3;"Ce-Tot";"VMV_3528";"";0.019;"µg/l";"Good"
"CAN00019";"2011-02-27";"16:00";0.3;"Ce-Tot";"VMV_3528";"";0.01;"µg/l";"Good"
"CAN00019";"2011-03-15";"16:10";0.3;"Ce-Tot";"VMV_3528";"";0.014;"µg/l";"Good"
"CAN00019";"2011-03-29";"15:30";0.3;"Ce-Tot";"VMV_3528";"";0.02;"µg/l";"Good"
"CAN00019";"2011-05-10";"18:00";0.3;"Ce-Tot";"VMV_3528";"";0.669;"µg/l";"Good"
"CAN00019";"2011-05-24";"17:30";0.3;"Ce-Tot";"VMV_3528";"";2.58;"µg/l";"Good"
"CAN00019";"2011-06-11";"18:35";0.3;"Ce-Tot";"VMV_3528";"";1.04;"µg/l";"Good"
"CAN00019";"2011-06-25";"17:45";0.3;"Ce-Tot";"VMV_3528";"";1.75;"µg/l";"Good"
"CAN00019";"2011-07-09";"08:30";0.3;"Ce-Tot";"VMV_3528";"";0.485;"µg/l";"Good"
"CAN00019";"2011-07-26";"19:35";0.3;"Ce-Tot";"VMV_3528";"";0.188;"µg/l";"Good"
"CAN00019";"2011-08-09";"09:30";0.3;"Ce-Tot";"VMV_3528";"";0.131;"µg/l";"Good"
"CAN00019";"2011-08-27";"08:10";0.3;"Ce-Tot";"VMV_3528";"";0.221;"µg/l";"Good"
"CAN00019";"2011-09-10";"07:00";0.3;"Ce-Tot";"VMV_3528";"";0.435;"µg/l";"Good"
"CAN00019";"2011-09-27";"07:30";0.3;"Ce-Tot";"VMV_3528";"";0.116;"µg/l";"Good"
"CAN00019";"2011-10-11";"07:50";0.3;"Ce-Tot";"VMV_3528";"";0.199;"µg/l";"Good"
"CAN00019";"2012-01-03";"09:45";0.3;"Ce-Tot";"VMV_3528";"";0.022;"µg/l";"Fair"
"CAN00019";"2012-03-29";"15:45";0.3;"Ce-Tot";"VMV_1919";"";0.021;"µg/l";"Fair"
"CAN00019";"2012-05-12";"17:30";0.3;"Ce-Tot";"VMV_1919";"";0.413;"µg/l";"Fair"
"CAN00019";"2012-07-07";"17:40";0.3;"Ce-Tot";"VMV_1919";"";0.626;"µg/l";"Fair"
"CAN00019";"2012-08-18";"12:30";0.3;"Ce-Tot";"VMV_1919";"";0.079;"µg/l";"Fair"
"CAN00019";"2012-09-25";"08:00";0.3;"Ce-Tot";"VMV_1919";"";0.083;"µg/l";"Fair"
"CAN00019";"2012-10-23";"10:50";0.3;"Ce-Tot";"VMV_1919";"";0.045;"µg/l";"Fair"
"CAN00019";"2013-01-19";"12:05";0.3;"Ce-Tot";"VMV_1919";"";0.034;"µg/l";"Fair"
"CAN00019";"2013-02-13";"13:00";0.3;"Ce-Tot";"VMV_1919";"";0.034;"µg/l";"Fair"
"CAN00019";"2013-05-21";"11:05";0.3;"Ce-Tot";"VMV_1919";"";1.02;"µg/l";"Fair"
"CAN00019";"2013-07-09";"09:15";0.3;"Ce-Tot";"VMV_3528";"";0.372;"µg/l";"Fair"
"CAN00019";"2013-09-28";"19:30";0.3;"Ce-Tot";"VMV_3528";"";0.106;"µg/l";"Fair"
"CAN00019";"2013-11-05";"11:10";0.3;"Ce-Tot";"VMV_3528";"";0.051;"µg/l";"Fair"
"CAN00019";"2014-09-09";"09:35";0.3;"Ce-Tot";"VMV_3528";"";0.511;"µg/l";"Fair"
"CAN00019";"2014-11-06";"10:05";0.3;"Ce-Tot";"VMV_3528";"";0.055;"µg/l";"Fair"
"CAN00019";"2015-01-21";"10:30";0.3;"Ce-Tot";"VMV_3528";"";0.051;"µg/l";"Fair"
"CAN00019";"2015-02-24";"15:21";0.3;"Ce-Tot";"VMV_3528";"";0.028;"µg/l";"Fair"
"CAN00019";"2015-03-17";"15:36";0.3;"Ce-Tot";"VMV_3528";"";0.042;"µg/l";"Fair"
"CAN00019";"2015-05-27";"09:20";0.3;"Ce-Tot";"VMV_3528";"";2.56;"µg/l";"Fair"
"CAN00019";"2015-06-23";"17:31";0.3;"Ce-Tot";"VMV_3528";"";0.24;"µg/l";"Fair"
"CAN00019";"2015-08-05";"09:40";0.3;"Ce-Tot";"VMV_3528";"";0.139;"µg/l";"Fair"
"CAN00019";"2015-09-22";"09:00";0.3;"Ce-Tot";"VMV_3528";"";0.105;"µg/l";"Fair"
"CAN00019";"2015-10-20";"13:00";0.3;"Ce-Tot";"VMV_3528";"";0.079;"µg/l";"Fair"
"CAN00019";"2016-01-19";"11:30";0.3;"Ce-Tot";"VMV_3528";"";0.054;"µg/l";"Fair"
"CAN00019";"2016-02-23";"11:55";0.3;"Ce-Tot";"VMV_3528";"";0.04;"µg/l";"Fair"
"CAN00019";"2016-03-22";"12:02";0.3;"Ce-Tot";"VMV_3528";"";0.031;"µg/l";"Fair"
"CAN00019";"2016-04-26";"10:00";0.3;"Ce-Tot";"VMV_3528";"";0.8;"µg/l";"Fair"
"CAN00019";"2016-05-24";"10:00";0.3;"Ce-Tot";"VMV_3528";"";1.74;"µg/l";"Fair"
"CAN00019";"2016-06-21";"10:30";0.3;"Ce-Tot";"VMV_3528";"";0.445;"µg/l";"Fair"
"CAN00019";"2016-07-26";"09:30";0.3;"Ce-Tot";"VMV_3528";"";0.161;"µg/l";"Fair"
"CAN00019";"2016-08-24";"08:15";0.3;"Ce-Tot";"VMV_3528";"";0.047;"µg/l";"Fair"
"CAN00019";"2016-09-27";"15:30";0.3;"Ce-Tot";"VMV_3528";"";0.095;"µg/l";"Fair"
"CAN00019";"2016-10-25";"11:00";0.3;"Ce-Tot";"VMV_3528";"";0.044;"µg/l";"Fair"
"CAN00019";"2017-01-31";"13:50";0.3;"Ce-Tot";"VMV_3528";"";0.02;"µg/l";"Fair"
"CAN00019";"2017-02-28";"15:00";0.3;"Ce-Tot";"VMV_3528";"";0.013;"µg/l";"Fair"
"CAN00019";"2017-05-23";"16:45";0.3;"Ce-Tot";"VMV_3528";"";2.23;"µg/l";"Fair"
"CAN00019";"2017-07-04";"14:15";0.3;"Ce-Tot";"VMV_3528";"";0.303;"µg/l";"Fair"
"CAN00019";"2017-08-07";"16:00";0.3;"Ce-Tot";"VMV_3528";"";0.269;"µg/l";"Fair"
"CAN00019";"2017-08-24";"11:50";0.3;"Ce-Tot";"VMV_3528";"";0.075;"µg/l";"Fair"
"CAN00019";"2017-09-19";"11:21";0.3;"Ce-Tot";"VMV_3528";"";0.068;"µg/l";"Fair"
"CAN00019";"2017-10-24";"16:00";0.3;"Ce-Tot";"VMV_3528";"";0.03;"µg/l";"Fair"
"CAN00019";"2017-11-27";"11:00";0.3;"Ce-Tot";"VMV_3528";"";0.039;"µg/l";"Fair"
"CAN00019";"2017-12-12";"15:17";0.3;"Ce-Tot";"VMV_3528";"";0.044;"µg/l";"Fair"
"CAN00019";"2018-01-30";"11:40";0.3;"Ce-Tot";"VMV_3528";"";0.017;"µg/l";"Fair"
"CAN00019";"2018-02-20";"14:00";0.3;"Ce-Tot";"VMV_3528";"";0.017;"µg/l";"Fair"
"CAN00019";"2018-03-13";"12:00";0.3;"Ce-Tot";"VMV_3528";"";0.031;"µg/l";"Fair"
"CAN00019";"2018-05-29";"02:07";0.3;"Ce-Tot";"VMV_3528";"";0.591;"µg/l";"Fair"
"CAN00019";"2018-06-19";"14:30";0.3;"Ce-Tot";"VMV_3528";"";0.383;"µg/l";"Fair"
"CAN00019";"2018-07-10";"13:40";0.3;"Ce-Tot";"VMV_3528";"";0.158;"µg/l";"Fair"
"CAN00019";"2018-08-14";"13:00";0.3;"Ce-Tot";"VMV_3528";"";0.156;"µg/l";"Fair"
"CAN00019";"2018-09-11";"14:18";0.3;"Ce-Tot";"VMV_3528";"";0.048;"µg/l";"Fair"
"CAN00019";"2018-10-16";"10:50";0.3;"Ce-Tot";"VMV_3528";"";0.057;"µg/l";"Fair"
"CAN00019";"2019-01-22";"11:25";0.3;"Ce-Tot";"VMV_3528";"";0.036;"µg/l";"Fair"
"CAN00019";"2019-02-19";"09:28";0.3;"Ce-Tot";"VMV_3528";"";0.025;"µg/l";"Fair"
"CAN00019";"2019-05-21";"07:55";0.3;"Ce-Tot";"VMV_3528";"";1.83;"µg/l";"Fair"
"CAN00019";"2019-06-12";"09:46";0.3;"Ce-Tot";"VMV_3528";"";0.292;"µg/l";"Fair"
"CAN00019";"2019-07-16";"09:35";0.3;"Ce-Tot";"VMV_3528";"";0.119;"µg/l";"Fair"
"CAN00020";"2008-09-17";"09:30";0.3;"Ce-Tot";"VMV_1919";"";0.075;"µg/l";"Fair"
"CAN00020";"2008-11-26";"14:05";0.3;"Ce-Tot";"VMV_1919";"";2.13;"µg/l";"Fair"
"CAN00020";"2014-06-18";"13:35";0.3;"Ce-Tot";"VMV_3528";"";0.885;"µg/l";"Fair"
"CAN00020";"2014-07-15";"10:30";0.3;"Ce-Tot";"VMV_3528";"";0.464;"µg/l";"Fair"
"CAN00020";"2014-08-13";"15:15";0.3;"Ce-Tot";"VMV_3528";"";0.266;"µg/l";"Fair"
"CAN00020";"2015-02-24";"13:43";0.3;"Ce-Tot";"VMV_3528";"";0.006;"µg/l";"Fair"
"CAN00020";"2015-03-30";"10:04";0.3;"Ce-Tot";"VMV_3528";"";0.014;"µg/l";"Fair"
"CAN00020";"2015-04-20";"16:35";0.3;"Ce-Tot";"VMV_3528";"";0.023;"µg/l";"Fair"
"CAN00020";"2015-05-20";"15:10";0.3;"Ce-Tot";"VMV_3528";"";3.07;"µg/l";"Fair"
"CAN00020";"2015-06-23";"14:40";0.3;"Ce-Tot";"VMV_3528";"";0.135;"µg/l";"Fair"
"CAN00020";"2015-07-20";"10:05";0.3;"Ce-Tot";"VMV_3528";"";0.336;"µg/l";"Fair"
"CAN00020";"2015-08-19";"10:15";0.3;"Ce-Tot";"VMV_3528";"";0.385;"µg/l";"Fair"
"CAN00020";"2015-09-19";"09:15";0.3;"Ce-Tot";"VMV_3528";"";0.518;"µg/l";"Fair"
"CAN00020";"2015-12-03";"10:40";0.3;"Ce-Tot";"VMV_3528";"";0.141;"µg/l";"Fair"
"CAN00020";"2016-03-01";"13:35";0.3;"Ce-Tot";"VMV_3528";"";0.008;"µg/l";"Fair"
"CAN00020";"2016-03-24";"08:45";0.3;"Ce-Tot";"VMV_3528";"";0.006;"µg/l";"Fair"
"CAN00020";"2016-04-20";"12:45";0.3;"Ce-Tot";"VMV_3528";"";0.004;"µg/l";"Fair"
"CAN00020";"2016-05-19";"09:45";0.3;"Ce-Tot";"VMV_3528";"";5.66;"µg/l";"Fair"
"CAN00020";"2016-06-23";"13:45";0.3;"Ce-Tot";"VMV_3528";"";0.208;"µg/l";"Fair"
"CAN00020";"2016-07-21";"08:00";0.3;"Ce-Tot";"VMV_3528";"";0.39;"µg/l";"Fair"
"CAN00020";"2016-08-19";"09:30";0.3;"Ce-Tot";"VMV_3528";"";1.42;"µg/l";"Fair"
"CAN00020";"2016-09-07";"14:45";0.3;"Ce-Tot";"VMV_3528";"";0.308;"µg/l";"Fair"
"CAN00020";"2016-09-26";"09:00";0.3;"Ce-Tot";"VMV_3528";"";0.439;"µg/l";"Fair"
"CAN00020";"2017-04-04";"09:15";0.3;"Ce-Tot";"VMV_3528";"";0.008;"µg/l";"Fair"
"CAN00020";"2017-04-26";"01:30";0.3;"Ce-Tot";"VMV_3528";"";0.033;"µg/l";"Fair"
"CAN00020";"2017-05-23";"02:30";0.3;"Ce-Tot";"VMV_3528";"";1.13;"µg/l";"Fair"
"CAN00020";"2017-06-14";"15:00";0.3;"Ce-Tot";"VMV_3528";"";0.127;"µg/l";"Fair"
"CAN00020";"2017-06-27";"10:24";0.3;"Ce-Tot";"VMV_3528";"";0.032;"µg/l";"Fair"
"CAN00020";"2017-07-20";"09:35";0.3;"Ce-Tot";"VMV_3528";"";0.019;"µg/l";"Fair"
"CAN00020";"2017-08-22";"09:00";0.3;"Ce-Tot";"VMV_3528";"";0.11;"µg/l";"Fair"
"CAN00020";"2017-09-18";"09:15";0.3;"Ce-Tot";"VMV_3528";"";0.208;"µg/l";"Fair"
"CAN00020";"2018-06-12";"15:10";0.3;"Ce-Tot";"VMV_3528";"";0.331;"µg/l";"Fair"
"CAN00020";"2018-07-23";"13:30";0.3;"Ce-Tot";"VMV_3528";"";1.2;"µg/l";"Fair"
"CAN00020";"2018-07-24";"13:58";0.3;"Ce-Tot";"VMV_3528";"";0.886;"µg/l";"Fair"
"CAN00020";"2018-11-21";"13:00";0.3;"Ce-Tot";"VMV_3528";"";0.028;"µg/l";"Fair"
"CAN00020";"2018-12-11";"13:50";0.3;"Ce-Tot";"VMV_3528";"";0.013;"µg/l";"Fair"
"CAN00020";"2019-01-22";"13:00";0.3;"Ce-Tot";"VMV_3528";"";0.06;"µg/l";"Fair"
"CAN00020";"2019-04-01";"10:30";0.3;"Ce-Tot";"VMV_3528";"";0.007;"µg/l";"Fair"
"CAN00020";"2019-05-22";"15:33";0.3;"Ce-Tot";"VMV_3528";"";2.19;"µg/l";"Fair"
"CAN00020";"2019-06-18";"10:55";0.3;"Ce-Tot";"VMV_3528";"";0.246;"µg/l";"Fair"
"CAN00021";"2008-09-08";"10:49";0.3;"Ce-Tot";"VMV_1919";"";0.031;"µg/l";"Fair"
"CAN00021";"2008-09-29";"12:14";0.3;"Ce-Tot";"VMV_1919";"";0.016;"µg/l";"Fair"
"CAN00021";"2008-10-14";"11:00";0.3;"Ce-Tot";"VMV_1919";"";0.029;"µg/l";"Fair"
"CAN00021";"2008-10-27";"11:15";0.3;"Ce-Tot";"VMV_1919";"";0.021;"µg/l";"Fair"
"CAN00021";"2008-11-10";"11:28";0.3;"Ce-Tot";"VMV_1919";"";0.024;"µg/l";"Fair"
"CAN00021";"2008-11-24";"13:10";0.3;"Ce-Tot";"VMV_1919";"";0.028;"µg/l";"Fair"
"CAN00021";"2008-12-08";"12:10";0.3;"Ce-Tot";"VMV_1919";"";0.027;"µg/l";"Fair"
"CAN00021";"2008-12-16";"11:05";0.3;"Ce-Tot";"VMV_1919";"";0.624;"µg/l";"Fair"
"CAN00021";"2009-01-12";"11:50";0.3;"Ce-Tot";"VMV_1919";"";0.026;"µg/l";"Fair"
"CAN00021";"2009-01-26";"11:00";0.3;"Ce-Tot";"VMV_1919";"";0.009;"µg/l";"Fair"
"CAN00021";"2009-02-09";"11:46";0.3;"Ce-Tot";"VMV_1919";"";0.004;"µg/l";"Fair"
"CAN00021";"2009-02-24";"11:45";0.3;"Ce-Tot";"VMV_1919";"";0.004;"µg/l";"Fair"
"CAN00021";"2009-03-09";"11:45";0.3;"Ce-Tot";"VMV_1919";"";0.008;"µg/l";"Fair"
"CAN00021";"2009-03-24";"08:36";0.3;"Ce-Tot";"VMV_1919";"";0.035;"µg/l";"Fair"
"CAN00021";"2009-04-06";"10:57";0.3;"Ce-Tot";"VMV_1919";"";0.073;"µg/l";"Fair"
"CAN00021";"2009-04-20";"12:20";0.3;"Ce-Tot";"VMV_1919";"";0.06;"µg/l";"Fair"
"CAN00021";"2009-05-04";"12:56";0.3;"Ce-Tot";"VMV_1919";"";0.063;"µg/l";"Fair"
"CAN00021";"2009-05-19";"12:07";0.3;"Ce-Tot";"VMV_1919";"";1.41;"µg/l";"Fair"
"CAN00021";"2009-06-01";"10:23";0.3;"Ce-Tot";"VMV_1919";"";0.428;"µg/l";"Fair"
"CAN00021";"2009-06-29";"10:45";0.3;"Ce-Tot";"VMV_1919";"";0.105;"µg/l";"Fair"
"CAN00021";"2009-07-13";"09:15";0.3;"Ce-Tot";"VMV_1919";"";0.177;"µg/l";"Fair"
"CAN00021";"2009-07-27";"10:45";0.3;"Ce-Tot";"VMV_1919";"";0.402;"µg/l";"Fair"
"CAN00021";"2009-08-04";"11:39";0.3;"Ce-Tot";"VMV_1919";"";0.323;"µg/l";"Fair"
"CAN00021";"2009-08-17";"09:06";0.3;"Ce-Tot";"VMV_1919";"";0.079;"µg/l";"Fair"
"CAN00021";"2009-09-08";"06:55";0.3;"Ce-Tot";"VMV_1919";"";0.147;"µg/l";"Fair"
"CAN00021";"2009-09-21";"11:17";0.3;"Ce-Tot";"VMV_1919";"";0.118;"µg/l";"Fair"
