"GEMS.Station.Number";"Sample.Date";"Sample.Time";"Depth";"Parameter.Code";"Analysis.Method.Code";"Value.Flags";"Value";"Unit";"Data.Quality"
"CAN00018";"2007-08-31";"14:50";0.3;"Ga-Tot";"VMV_1919";"";0.644;"µg/l";"Good"
"CAN00018";"2007-10-23";"15:30";0.3;"Ga-Tot";"VMV_1919";"";0.493;"µg/l";"Good"
"CAN00018";"2007-12-06";"14:35";0.3;"Ga-Tot";"VMV_1919";"";0.2;"µg/l";"Good"
"CAN00018";"2008-01-23";"15:30";0.3;"Ga-Tot";"VMV_1919";"";0.185;"µg/l";"Good"
"CAN00018";"2008-04-11";"13:30";0.3;"Ga-Tot";"VMV_1919";"";0.116;"µg/l";"Good"
"CAN00018";"2008-05-28";"12:30";0.3;"Ga-Tot";"VMV_1919";"";0.387;"µg/l";"Good"
"CAN00018";"2008-07-14";"11:58";0.3;"Ga-Tot";"VMV_1919";"";0.483;"µg/l";"Good"
"CAN00018";"2008-10-09";"14:15";0.3;"Ga-Tot";"VMV_1919";"";0.37;"µg/l";"Good"
"CAN00018";"2008-12-17";"14:30";0.3;"Ga-Tot";"VMV_1919";"";0.135;"µg/l";"Good"
"CAN00018";"2009-02-23";"13:40";0.3;"Ga-Tot";"VMV_1919";"";0.087;"µg/l";"Good"
"CAN00018";"2009-05-23";"16:05";0.3;"Ga-Tot";"VMV_1919";"";0.911;"µg/l";"Good"
"CAN00018";"2009-06-25";"09:15";0.3;"Ga-Tot";"VMV_1919";"";0.49;"µg/l";"Good"
"CAN00018";"2009-07-15";"13:30";0.3;"Ga-Tot";"VMV_1919";"";0.861;"µg/l";"Good"
"CAN00018";"2009-10-15";"15:55";0.3;"Ga-Tot";"VMV_1919";"";1.05;"µg/l";"Good"
"CAN00018";"2009-12-16";"11:45";0.3;"Ga-Tot";"VMV_1919";"";0.528;"µg/l";"Good"
"CAN00018";"2010-02-05";"12:15";0.3;"Ga-Tot";"VMV_1919";"";0.337;"µg/l";"Good"
"CAN00018";"2010-04-06";"13:15";0.3;"Ga-Tot";"VMV_3528";"";0.287;"µg/l";"Good"
"CAN00018";"2010-05-28";"14:25";0.3;"Ga-Tot";"VMV_3528";"";0.63;"µg/l";"Good"
"CAN00018";"2010-07-28";"12:50";0.3;"Ga-Tot";"VMV_3528";"";3.78;"µg/l";"Good"
"CAN00018";"2010-10-06";"15:10";0.3;"Ga-Tot";"VMV_3528";"";1.38;"µg/l";"Good"
"CAN00018";"2010-12-09";"14:35";0.3;"Ga-Tot";"VMV_3528";"";0.331;"µg/l";"Good"
"CAN00018";"2011-03-14";"15:15";0.3;"Ga-Tot";"VMV_3528";"";0.207;"µg/l";"Good"
"CAN00018";"2011-06-02";"16:55";0.3;"Ga-Tot";"VMV_3528";"";0.444;"µg/l";"Good"
"CAN00018";"2011-07-21";"16:00";0.3;"Ga-Tot";"VMV_3528";"";0.898;"µg/l";"Good"
"CAN00018";"2011-09-29";"15:15";0.3;"Ga-Tot";"VMV_3528";"";0.903;"µg/l";"Good"
"CAN00018";"2011-12-02";"12:45";0.3;"Ga-Tot";"VMV_3528";"";0.419;"µg/l";"Good"
"CAN00018";"2012-01-26";"13:05";0.3;"Ga-Tot";"VMV_3528";"";0.164;"µg/l";"Fair"
"CAN00018";"2012-04-19";"12:45";0.3;"Ga-Tot";"VMV_1919";"";0.177;"µg/l";"Fair"
"CAN00018";"2012-05-28";"13:20";0.3;"Ga-Tot";"VMV_1919";"";0.272;"µg/l";"Fair"
"CAN00018";"2012-07-19";"12:30";0.3;"Ga-Tot";"VMV_1919";"";0.42;"µg/l";"Fair"
"CAN00018";"2012-07-29";"13:30";0.3;"Ga-Tot";"VMV_1919";"";0.714;"µg/l";"Fair"
"CAN00018";"2012-10-17";"15:15";0.3;"Ga-Tot";"VMV_1919";"";0.48;"µg/l";"Fair"
"CAN00018";"2012-12-06";"12:45";0.3;"Ga-Tot";"VMV_1919";"";0.269;"µg/l";"Fair"
"CAN00018";"2013-01-31";"12:50";0.3;"Ga-Tot";"VMV_1919";"";0.433;"µg/l";"Fair"
"CAN00018";"2013-04-30";"13:05";0.3;"Ga-Tot";"VMV_1919";"";0.131;"µg/l";"Fair"
"CAN00018";"2013-06-04";"14:00";0.3;"Ga-Tot";"VMV_3528";"";0.581;"µg/l";"Fair"
"CAN00018";"2013-07-04";"13:43";0.3;"Ga-Tot";"VMV_3528";"";0.725;"µg/l";"Fair"
"CAN00018";"2013-12-20";"12:30";0.3;"Ga-Tot";"VMV_3528";"";0.303;"µg/l";"Fair"
"CAN00018";"2014-02-05";"15:00";0.3;"Ga-Tot";"VMV_3528";"";0.212;"µg/l";"Fair"
"CAN00018";"2014-04-10";"12:30";0.3;"Ga-Tot";"VMV_3528";"";0.162;"µg/l";"Fair"
"CAN00018";"2014-05-14";"14:45";0.3;"Ga-Tot";"VMV_3528";"";0.492;"µg/l";"Fair"
"CAN00018";"2014-07-09";"13:40";0.3;"Ga-Tot";"VMV_3528";"";0.103;"µg/l";"Fair"
"CAN00018";"2014-09-26";"15:00";0.3;"Ga-Tot";"VMV_3528";"";0.886;"µg/l";"Fair"
"CAN00018";"2014-12-11";"12:35";0.3;"Ga-Tot";"VMV_3528";"";0.681;"µg/l";"Fair"
"CAN00018";"2015-02-04";"14:45";0.3;"Ga-Tot";"VMV_3528";"";0.195;"µg/l";"Fair"
"CAN00018";"2015-04-01";"13:30";0.3;"Ga-Tot";"VMV_3528";"";0.167;"µg/l";"Fair"
"CAN00018";"2015-06-05";"13:30";0.3;"Ga-Tot";"VMV_3528";"";0.477;"µg/l";"Fair"
"CAN00018";"2015-09-10";"12:55";0.3;"Ga-Tot";"VMV_3528";"";0.868;"µg/l";"Fair"
"CAN00018";"2016-05-26";"13:36";0.3;"Ga-Tot";"VMV_3528";"";0.263;"µg/l";"Fair"
"CAN00018";"2016-12-02";"13:59";0.3;"Ga-Tot";"VMV_3528";"";0.294;"µg/l";"Fair"
"CAN00018";"2017-02-09";"12:43";0.3;"Ga-Tot";"VMV_3528";"";0.148;"µg/l";"Fair"
"CAN00018";"2017-05-26";"13:56";0.3;"Ga-Tot";"VMV_3528";"";0.299;"µg/l";"Fair"
"CAN00018";"2017-09-06";"13:25";0.3;"Ga-Tot";"VMV_3528";"";1.23;"µg/l";"Fair"
"CAN00018";"2018-02-21";"11:35";0.3;"Ga-Tot";"VMV_3528";"";0.14;"µg/l";"Fair"
"CAN00018";"2018-03-29";"00:00";0.3;"Ga-Tot";"VMV_3528";"";0.113;"µg/l";"Fair"
"CAN00018";"2018-05-25";"12:00";0.3;"Ga-Tot";"VMV_3528";"";0.628;"µg/l";"Fair"
"CAN00018";"2018-08-06";"14:05";0.3;"Ga-Tot";"VMV_3528";"";1.77;"µg/l";"Fair"
"CAN00018";"2018-09-17";"11:45";0.3;"Ga-Tot";"VMV_3528";"";0.613;"µg/l";"Fair"
"CAN00018";"2018-12-06";"10:50";0.3;"Ga-Tot";"VMV_3528";"";0.303;"µg/l";"Fair"
"CAN00018";"2019-02-11";"12:45";0.3;"Ga-Tot";"VMV_3528";"";0.388;"µg/l";"Fair"
"CAN00018";"2019-03-19";"12:30";0.3;"Ga-Tot";"VMV_3528";"";0.423;"µg/l";"Fair"
"CAN00018";"2019-05-13";"12:40";0.3;"Ga-Tot";"VMV_3528";"";0.34;"µg/l";"Fair"
"CAN00018";"2019-06-12";"00:00";0.3;"Ga-Tot";"VMV_3528";"";0.404;"µg/l";"Fair"
"CAN00019";"2001-09-16";"11:00";0.3;"Ga-Ext";"VMV_2817";"";0.01;"µg/l";"Good"
"CAN00019";"2001-10-22";"10:45";0.3;"Ga-Ext";"VMV_2817";"";0.025;"µg/l";"Good"
"CAN00019";"2001-12-10";"11:30";0.3;"Ga-Ext";"VMV_2817";"";0.011;"µg/l";"Good"
"CAN00019";"2003-03-24";"07:15";0.3;"Ga-Tot";"VMV_1919";"";0.007;"µg/l";"Good"
"CAN00019";"2003-04-09";"09:30";0.3;"Ga-Tot";"VMV_1919";"";0.005;"µg/l";"Good"
"CAN00019";"2003-04-23";"08:50";0.3;"Ga-Tot";"VMV_1919";"";0.014;"µg/l";"Good"
"CAN00019";"2003-05-21";"15:08";0.3;"Ga-Tot";"VMV_1919";"";0.027;"µg/l";"Good"
"CAN00019";"2003-06-11";"12:45";0.3;"Ga-Tot";"VMV_1919";"";0.13;"µg/l";"Good"
"CAN00019";"2003-07-08";"07:55";0.3;"Ga-Tot";"VMV_1919";"";0.112;"µg/l";"Good"
"CAN00019";"2003-07-29";"06:58";0.3;"Ga-Tot";"VMV_1919";"";0.026;"µg/l";"Good"
"CAN00019";"2003-08-13";"07:45";0.3;"Ga-Tot";"VMV_1919";"";0.012;"µg/l";"Good"
"CAN00019";"2003-08-27";"11:02";0.3;"Ga-Tot";"VMV_1919";"";0.008;"µg/l";"Good"
"CAN00019";"2003-09-17";"07:30";0.3;"Ga-Tot";"VMV_1919";"";0.009;"µg/l";"Good"
"CAN00019";"2003-10-15";"09:50";0.3;"Ga-Tot";"VMV_1919";"";0.009;"µg/l";"Good"
"CAN00019";"2003-11-26";"11:10";0.3;"Ga-Tot";"VMV_1919";"";0.006;"µg/l";"Good"
"CAN00019";"2003-12-10";"14:30";0.3;"Ga-Tot";"VMV_1919";"";0.004;"µg/l";"Good"
"CAN00019";"2004-01-07";"15:00";0.3;"Ga-Tot";"VMV_1919";"";0.003;"µg/l";"Good"
"CAN00019";"2004-01-21";"14:50";0.3;"Ga-Tot";"VMV_1919";"";0.004;"µg/l";"Good"
"CAN00019";"2004-02-12";"11:35";0.3;"Ga-Tot";"VMV_1919";"";0.004;"µg/l";"Good"
"CAN00019";"2004-02-25";"11:45";0.3;"Ga-Tot";"VMV_1919";"";0.007;"µg/l";"Good"
"CAN00019";"2004-03-17";"13:00";0.3;"Ga-Tot";"VMV_1919";"";0.004;"µg/l";"Good"
"CAN00019";"2004-03-31";"08:40";0.3;"Ga-Tot";"VMV_1919";"";0.003;"µg/l";"Good"
"CAN00019";"2004-04-21";"10:00";0.3;"Ga-Tot";"VMV_1919";"";0.01;"µg/l";"Good"
"CAN00019";"2004-05-12";"09:10";0.3;"Ga-Tot";"VMV_1919";"";0.026;"µg/l";"Good"
"CAN00019";"2004-05-26";"13:40";0.3;"Ga-Tot";"VMV_1919";"";0.386;"µg/l";"Good"
"CAN00019";"2004-06-14";"08:35";0.3;"Ga-Tot";"VMV_1919";"";0.127;"µg/l";"Good"
"CAN00019";"2004-06-30";"10:45";0.3;"Ga-Tot";"VMV_1919";"";0.055;"µg/l";"Good"
"CAN00019";"2004-07-26";"07:30";0.3;"Ga-Tot";"VMV_1919";"";0.011;"µg/l";"Good"
"CAN00019";"2004-08-12";"07:05";0.3;"Ga-Tot";"VMV_1919";"";0.006;"µg/l";"Good"
"CAN00019";"2004-08-21";"21:00";0.3;"Ga-Tot";"VMV_1919";"";0.007;"µg/l";"Good"
"CAN00019";"2004-09-13";"08:10";0.3;"Ga-Tot";"VMV_1919";"";0.051;"µg/l";"Good"
"CAN00019";"2004-10-18";"08:45";0.3;"Ga-Tot";"VMV_1919";"";0.009;"µg/l";"Good"
"CAN00019";"2004-11-10";"09:45";0.3;"Ga-Tot";"VMV_1919";"";0.009;"µg/l";"Good"
"CAN00019";"2004-11-29";"11:00";0.3;"Ga-Tot";"VMV_1919";"";0.007;"µg/l";"Good"
"CAN00019";"2004-12-15";"10:00";0.3;"Ga-Tot";"VMV_1919";"";0.014;"µg/l";"Good"
"CAN00019";"2005-01-31";"10:20";0.3;"Ga-Tot";"VMV_1919";"";0.008;"µg/l";"Good"
"CAN00019";"2005-03-02";"09:05";0.3;"Ga-Tot";"VMV_1919";"";0.005;"µg/l";"Good"
"CAN00019";"2005-04-06";"10:45";0.3;"Ga-Tot";"VMV_1919";"";0.009;"µg/l";"Good"
"CAN00019";"2005-05-25";"09:05";0.3;"Ga-Tot";"VMV_1919";"";0.275;"µg/l";"Good"
"CAN00019";"2005-06-08";"08:15";0.3;"Ga-Tot";"VMV_1919";"";0.17;"µg/l";"Good"
"CAN00019";"2005-06-28";"21:30";0.3;"Ga-Tot";"VMV_1919";"";0.04;"µg/l";"Good"
"CAN00019";"2005-07-18";"08:45";0.3;"Ga-Tot";"VMV_1919";"";0.024;"µg/l";"Good"
"CAN00019";"2005-08-09";"13:00";0.3;"Ga-Tot";"VMV_1919";"";0.012;"µg/l";"Good"
"CAN00019";"2005-08-27";"08:45";0.3;"Ga-Tot";"VMV_1919";"";0.014;"µg/l";"Good"
"CAN00019";"2005-09-12";"09:50";0.3;"Ga-Tot";"VMV_1919";"";0.008;"µg/l";"Good"
"CAN00019";"2005-10-04";"17:20";0.3;"Ga-Tot";"VMV_1919";"";0.009;"µg/l";"Good"
"CAN00019";"2005-11-09";"14:45";0.3;"Ga-Tot";"VMV_1919";"";0.006;"µg/l";"Good"
"CAN00019";"2005-11-23";"10:45";0.3;"Ga-Tot";"VMV_1919";"";0.011;"µg/l";"Good"
"CAN00019";"2005-12-14";"12:30";0.3;"Ga-Tot";"VMV_1919";"";0.023;"µg/l";"Good"
"CAN00019";"2006-02-01";"15:30";0.3;"Ga-Tot";"VMV_1919";"";0.01;"µg/l";"Good"
"CAN00019";"2006-02-20";"11:25";0.3;"Ga-Tot";"VMV_1919";"";0.006;"µg/l";"Good"
"CAN00019";"2006-03-08";"15:15";0.3;"Ga-Tot";"VMV_1919";"";0.007;"µg/l";"Good"
"CAN00019";"2006-03-27";"11:05";0.3;"Ga-Tot";"VMV_1919";"";0.005;"µg/l";"Good"
"CAN00019";"2006-05-31";"08:30";0.3;"Ga-Tot";"VMV_1919";"";0.198;"µg/l";"Good"
"CAN00019";"2006-06-19";"13:40";0.3;"Ga-Tot";"VMV_1919";"";0.226;"µg/l";"Good"
"CAN00019";"2006-07-12";"07:58";0.3;"Ga-Tot";"VMV_1919";"";0.056;"µg/l";"Good"
"CAN00019";"2006-07-28";"07:25";0.3;"Ga-Tot";"VMV_1919";"";0.013;"µg/l";"Good"
"CAN00019";"2006-08-05";"19:45";0.3;"Ga-Tot";"VMV_1919";"";0.008;"µg/l";"Good"
"CAN00019";"2006-08-23";"10:15";0.3;"Ga-Tot";"VMV_1919";"";0.011;"µg/l";"Good"
"CAN00019";"2006-09-12";"10:30";0.3;"Ga-Tot";"VMV_1919";"";0.014;"µg/l";"Good"
"CAN00019";"2006-09-27";"10:05";0.3;"Ga-Tot";"VMV_1919";"";0.028;"µg/l";"Good"
"CAN00019";"2006-10-16";"09:55";0.3;"Ga-Tot";"VMV_1919";"";0.008;"µg/l";"Good"
"CAN00019";"2006-11-06";"09:25";0.3;"Ga-Tot";"VMV_1919";"";0.017;"µg/l";"Good"
"CAN00019";"2006-12-06";"10:55";0.3;"Ga-Tot";"VMV_1919";"";0.008;"µg/l";"Good"
"CAN00019";"2007-02-05";"14:01";0.3;"Ga-Tot";"VMV_1919";"";0.004;"µg/l";"Good"
"CAN00019";"2007-04-23";"08:05";0.3;"Ga-Tot";"VMV_1919";"";0.021;"µg/l";"Good"
"CAN00019";"2007-05-30";"08:45";0.3;"Ga-Tot";"VMV_1919";"";0.504;"µg/l";"Good"
"CAN00019";"2007-06-13";"13:02";0.3;"Ga-Tot";"VMV_1919";"";0.318;"µg/l";"Good"
"CAN00019";"2007-07-09";"08:50";0.3;"Ga-Tot";"VMV_1919";"";0.131;"µg/l";"Good"
"CAN00019";"2007-07-24";"12:59";0.3;"Ga-Tot";"VMV_1919";"";0.076;"µg/l";"Good"
"CAN00019";"2007-08-08";"14:45";0.3;"Ga-Tot";"VMV_1919";"";0.066;"µg/l";"Good"
"CAN00019";"2007-08-22";"08:40";0.3;"Ga-Tot";"VMV_1919";"";0.027;"µg/l";"Good"
"CAN00019";"2007-09-10";"15:30";0.3;"Ga-Tot";"VMV_1919";"";0.014;"µg/l";"Good"
"CAN00019";"2007-10-01";"08:05";0.3;"Ga-Tot";"VMV_1919";"";0.014;"µg/l";"Good"
"CAN00019";"2007-10-15";"09:05";0.3;"Ga-Tot";"VMV_1919";"";0.009;"µg/l";"Good"
"CAN00019";"2007-11-14";"08:35";0.3;"Ga-Tot";"VMV_1919";"";0.016;"µg/l";"Good"
"CAN00019";"2007-12-19";"14:01";0.3;"Ga-Tot";"VMV_1919";"";0.004;"µg/l";"Good"
"CAN00019";"2008-01-09";"09:58";0.3;"Ga-Tot";"VMV_1919";"";0.007;"µg/l";"Good"
"CAN00019";"2008-04-21";"09:00";0.3;"Ga-Tot";"VMV_1919";"";0.007;"µg/l";"Good"
"CAN00019";"2008-05-07";"10:30";0.3;"Ga-Tot";"VMV_1919";"";0.322;"µg/l";"Good"
"CAN00019";"2008-05-28";"09:00";0.3;"Ga-Tot";"VMV_1919";"";0.644;"µg/l";"Good"
"CAN00019";"2008-06-11";"08:40";0.3;"Ga-Tot";"VMV_1919";"";0.217;"µg/l";"Good"
"CAN00019";"2008-07-07";"07:35";0.3;"Ga-Tot";"VMV_1919";"";0.195;"µg/l";"Good"
"CAN00019";"2008-07-28";"15:15";0.3;"Ga-Tot";"VMV_1919";"";0.074;"µg/l";"Good"
"CAN00019";"2008-08-07";"18:30";0.3;"Ga-Tot";"VMV_1919";"";0.032;"µg/l";"Good"
"CAN00019";"2008-08-23";"09:30";0.3;"Ga-Tot";"VMV_1919";"";0.016;"µg/l";"Good"
"CAN00019";"2008-09-15";"13:00";0.3;"Ga-Tot";"VMV_1919";"";0.019;"µg/l";"Good"
"CAN00019";"2008-09-29";"14:05";0.3;"Ga-Tot";"VMV_1919";"";0.016;"µg/l";"Good"
"CAN00019";"2008-10-14";"14:00";0.3;"Ga-Tot";"VMV_1919";"";0.015;"µg/l";"Good"
"CAN00019";"2008-11-08";"14:00";0.3;"Ga-Tot";"VMV_1919";"";0.011;"µg/l";"Good"
"CAN00019";"2008-11-22";"10:30";0.3;"Ga-Tot";"VMV_1919";"";0.005;"µg/l";"Good"
"CAN00019";"2008-12-06";"10:00";0.3;"Ga-Tot";"VMV_1919";"";0.006;"µg/l";"Good"
"CAN00019";"2009-02-12";"12:00";0.3;"Ga-Tot";"VMV_1919";"";0.004;"µg/l";"Good"
"CAN00019";"2009-02-28";"09:15";0.3;"Ga-Tot";"VMV_1919";"";0.006;"µg/l";"Good"
"CAN00019";"2009-03-14";"10:25";0.3;"Ga-Tot";"VMV_1919";"";0.006;"µg/l";"Good"
"CAN00019";"2009-04-04";"16:15";0.3;"Ga-Tot";"VMV_1919";"";0.004;"µg/l";"Good"
"CAN00019";"2009-05-09";"08:30";0.3;"Ga-Tot";"VMV_1919";"";0.309;"µg/l";"Good"
"CAN00019";"2009-05-26";"12:30";0.3;"Ga-Tot";"VMV_1919";"";0.441;"µg/l";"Good"
"CAN00019";"2009-06-13";"09:55";0.3;"Ga-Tot";"VMV_1919";"";0.389;"µg/l";"Good"
"CAN00019";"2009-06-30";"09:45";0.3;"Ga-Tot";"VMV_1919";"";0.077;"µg/l";"Good"
"CAN00019";"2009-07-14";"17:30";0.3;"Ga-Tot";"VMV_1919";"";0.039;"µg/l";"Good"
"CAN00019";"2009-08-08";"17:20";0.3;"Ga-Tot";"VMV_1919";"";0.011;"µg/l";"Good"
"CAN00019";"2009-08-25";"18:30";0.3;"Ga-Tot";"VMV_1919";"";0.043;"µg/l";"Good"
"CAN00019";"2009-09-08";"13:45";0.3;"Ga-Tot";"VMV_1919";"";0.013;"µg/l";"Good"
"CAN00019";"2009-09-26";"07:45";0.3;"Ga-Tot";"VMV_1919";"";0.03;"µg/l";"Good"
"CAN00019";"2009-10-13";"13:35";0.3;"Ga-Tot";"VMV_1919";"";0.017;"µg/l";"Good"
"CAN00019";"2009-10-27";"09:40";0.3;"Ga-Tot";"VMV_1919";"";0.01;"µg/l";"Good"
"CAN00019";"2009-12-12";"10:10";0.3;"Ga-Tot";"VMV_1919";"";0.007;"µg/l";"Good"
"CAN00019";"2010-02-23";"10:15";0.3;"Ga-Tot";"VMV_1919";"";0.008;"µg/l";"Good"
"CAN00019";"2010-03-09";"14:10";0.3;"Ga-Tot";"VMV_3528";"";0.006;"µg/l";"Good"
"CAN00019";"2010-03-23";"14:45";0.3;"Ga-Tot";"VMV_3528";"";0.005;"µg/l";"Good"
"CAN00019";"2010-04-06";"15:30";0.3;"Ga-Tot";"VMV_3528";"";0.005;"µg/l";"Good"
"CAN00019";"2010-04-20";"15:10";0.3;"Ga-Tot";"VMV_3528";"";0.04;"µg/l";"Good"
"CAN00019";"2010-05-11";"06:10";0.3;"Ga-Tot";"VMV_3528";"";0.073;"µg/l";"Good"
"CAN00019";"2010-05-25";"17:45";0.3;"Ga-Tot";"VMV_3528";"";0.202;"µg/l";"Good"
"CAN00019";"2010-06-08";"12:45";0.3;"Ga-Tot";"VMV_3528";"";0.074;"µg/l";"Good"
"CAN00019";"2010-06-22";"18:10";0.3;"Ga-Tot";"VMV_3528";"";0.035;"µg/l";"Good"
"CAN00019";"2010-07-06";"17:30";0.3;"Ga-Tot";"VMV_3528";"";0.048;"µg/l";"Good"
"CAN00019";"2010-07-20";"20:05";0.3;"Ga-Tot";"VMV_3528";"";0.016;"µg/l";"Good"
"CAN00019";"2010-08-10";"10:55";0.3;"Ga-Tot";"VMV_3528";"";0.008;"µg/l";"Good"
"CAN00019";"2010-08-24";"19:00";0.3;"Ga-Tot";"VMV_3528";"";0.007;"µg/l";"Good"
"CAN00019";"2010-09-11";"19:15";0.3;"Ga-Tot";"VMV_3528";"";0.006;"µg/l";"Good"
"CAN00019";"2010-09-25";"13:30";0.3;"Ga-Tot";"VMV_3528";"";0.006;"µg/l";"Good"
"CAN00019";"2010-10-12";"13:05";0.3;"Ga-Tot";"VMV_3528";"";0.01;"µg/l";"Good"
"CAN00019";"2010-10-26";"09:50";0.3;"Ga-Tot";"VMV_3528";"";0.006;"µg/l";"Good"
"CAN00019";"2010-11-09";"08:55";0.3;"Ga-Tot";"VMV_3528";"";0.008;"µg/l";"Good"
"CAN00019";"2010-12-19";"14:15";0.3;"Ga-Tot";"VMV_3528";"";0.003;"µg/l";"Good"
"CAN00019";"2011-02-27";"16:00";0.3;"Ga-Tot";"VMV_3528";"";0.002;"µg/l";"Good"
"CAN00019";"2011-03-15";"16:10";0.3;"Ga-Tot";"VMV_3528";"";0.003;"µg/l";"Good"
"CAN00019";"2011-03-29";"15:30";0.3;"Ga-Tot";"VMV_3528";"";0.004;"µg/l";"Good"
"CAN00019";"2011-05-10";"18:00";0.3;"Ga-Tot";"VMV_3528";"";0.096;"µg/l";"Good"
"CAN00019";"2011-05-24";"17:30";0.3;"Ga-Tot";"VMV_3528";"";0.376;"µg/l";"Good"
"CAN00019";"2011-06-11";"18:35";0.3;"Ga-Tot";"VMV_3528";"";0.123;"µg/l";"Good"
"CAN00019";"2011-06-25";"17:45";0.3;"Ga-Tot";"VMV_3528";"";0.238;"µg/l";"Good"
"CAN00019";"2011-07-09";"08:30";0.3;"Ga-Tot";"VMV_3528";"";0.066;"µg/l";"Good"
"CAN00019";"2011-07-26";"19:35";0.3;"Ga-Tot";"VMV_3528";"";0.023;"µg/l";"Good"
"CAN00019";"2011-08-09";"09:30";0.3;"Ga-Tot";"VMV_3528";"";0.019;"µg/l";"Good"
"CAN00019";"2011-08-27";"08:10";0.3;"Ga-Tot";"VMV_3528";"";0.035;"µg/l";"Good"
"CAN00019";"2011-09-10";"07:00";0.3;"Ga-Tot";"VMV_3528";"";0.031;"µg/l";"Good"
"CAN00019";"2011-09-27";"07:30";0.3;"Ga-Tot";"VMV_3528";"";0.018;"µg/l";"Good"
"CAN00019";"2011-10-11";"07:50";0.3;"Ga-Tot";"VMV_3528";"";0.027;"µg/l";"Good"
"CAN00019";"2011-11-08";"15:10";0.3;"Ga-Tot";"VMV_3528";"";0.013;"µg/l";"Good"
"CAN00019";"2012-01-03";"09:45";0.3;"Ga-Tot";"VMV_3528";"";0.005;"µg/l";"Fair"
"CAN00019";"2012-03-29";"15:45";0.3;"Ga-Tot";"VMV_1919";"";0.003;"µg/l";"Fair"
"CAN00019";"2012-05-12";"17:30";0.3;"Ga-Tot";"VMV_1919";"";0.058;"µg/l";"Fair"
"CAN00019";"2012-07-07";"17:40";0.3;"Ga-Tot";"VMV_1919";"";0.079;"µg/l";"Fair"
"CAN00019";"2012-08-18";"12:30";0.3;"Ga-Tot";"VMV_1919";"";0.015;"µg/l";"Fair"
